split,internal_record_id,source_split,image_id,source_image_path,source_project_image_path,source_project_label_path,smoke_image_path,smoke_label_path,valid_object_count,label_annotation_count,category_names,image_link_strategy,label_link_strategy
train,train2017_497819,train2017,497819,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000497819.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000497819.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000497819.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000497819.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000497819.txt,19,19,"[""car"", ""parking meter"", ""person"", ""skateboard"", ""stop sign""]",hardlink,hardlink
train,train2017_471468,train2017,471468,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000471468.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000471468.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000471468.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000471468.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000471468.txt,6,6,"[""skis"", ""snowboard"", ""train""]",hardlink,hardlink
train,train2017_179968,train2017,179968,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000179968.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000179968.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000179968.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000179968.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000179968.txt,22,22,"[""airplane"", ""bottle"", ""chair"", ""hair drier"", ""person"", ""tv""]",hardlink,hardlink
train,train2017_216556,train2017,216556,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000216556.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000216556.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000216556.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000216556.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000216556.txt,19,19,"[""car"", ""frisbee"", ""person"", ""sports ball"", ""tennis racket""]",hardlink,hardlink
train,train2017_297363,train2017,297363,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000297363.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000297363.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000297363.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000297363.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000297363.txt,30,30,"[""book"", ""bottle"", ""bowl"", ""chair"", ""cup"", ""dining table"", ""fork"", ""hot dog"", ""knife"", ""microwave"", ""person"", ""potted plant"", ""wine glass""]",hardlink,hardlink
train,train2017_412720,train2017,412720,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000412720.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000412720.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000412720.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000412720.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000412720.txt,18,18,"[""bottle"", ""bowl"", ""knife"", ""person"", ""sandwich"", ""sheep"", ""sink"", ""spoon""]",hardlink,hardlink
train,train2017_176174,train2017,176174,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000176174.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000176174.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000176174.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000176174.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000176174.txt,29,29,"[""banana"", ""book"", ""bottle"", ""bowl"", ""chair"", ""cup"", ""dining table"", ""knife"", ""laptop"", ""microwave"", ""orange"", ""oven"", ""refrigerator"", ""spoon"", ""tv"", ""vase""]",hardlink,hardlink
train,train2017_277991,train2017,277991,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000277991.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000277991.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000277991.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000277991.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000277991.txt,58,58,"[""backpack"", ""bottle"", ""bowl"", ""broccoli"", ""car"", ""chair"", ""cup"", ""dining table"", ""fork"", ""handbag"", ""knife"", ""person"", ""spoon"", ""umbrella"", ""wine glass""]",hardlink,hardlink
train,train2017_94984,train2017,94984,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000094984.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000094984.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000094984.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000094984.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000094984.txt,47,47,"[""apple"", ""book"", ""bottle"", ""bowl"", ""chair"", ""cup"", ""dining table"", ""knife"", ""microwave"", ""orange"", ""oven"", ""potted plant"", ""refrigerator"", ""sink"", ""spoon""]",hardlink,hardlink
train,train2017_206280,train2017,206280,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000206280.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000206280.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000206280.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000206280.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000206280.txt,38,38,"[""apple"", ""bottle"", ""bowl"", ""chair"", ""clock"", ""cup"", ""dining table"", ""dog"", ""fork"", ""knife"", ""oven"", ""person"", ""potted plant"", ""spoon"", ""wine glass""]",hardlink,hardlink
train,train2017_168909,train2017,168909,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000168909.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000168909.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000168909.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000168909.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000168909.txt,35,35,"[""apple"", ""banana"", ""bottle"", ""bowl"", ""chair"", ""couch"", ""cup"", ""dining table"", ""fork"", ""knife"", ""orange"", ""person"", ""potted plant"", ""spoon"", ""wine glass""]",hardlink,hardlink
train,train2017_525668,train2017,525668,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000525668.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000525668.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000525668.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000525668.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000525668.txt,30,30,"[""book"", ""bottle"", ""bowl"", ""cell phone"", ""chair"", ""cup"", ""dining table"", ""laptop"", ""microwave"", ""orange"", ""oven"", ""person"", ""refrigerator"", ""sink"", ""spoon""]",hardlink,hardlink
train,train2017_24081,train2017,24081,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000024081.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000024081.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000024081.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000024081.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000024081.txt,25,25,"[""book"", ""bottle"", ""bowl"", ""cake"", ""cell phone"", ""chair"", ""cup"", ""dining table"", ""knife"", ""person"", ""potted plant"", ""sink"", ""spoon"", ""toaster"", ""vase""]",hardlink,hardlink
train,train2017_534468,train2017,534468,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000534468.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000534468.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000534468.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000534468.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000534468.txt,21,21,"[""banana"", ""book"", ""bottle"", ""bowl"", ""cell phone"", ""chair"", ""cup"", ""dining table"", ""keyboard"", ""laptop"", ""person"", ""refrigerator"", ""remote"", ""spoon"", ""tv""]",hardlink,hardlink
train,train2017_253438,train2017,253438,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000253438.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000253438.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000253438.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000253438.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000253438.txt,36,36,"[""book"", ""bottle"", ""bowl"", ""chair"", ""couch"", ""cup"", ""dining table"", ""fork"", ""potted plant"", ""refrigerator"", ""spoon"", ""tv"", ""vase"", ""wine glass""]",hardlink,hardlink
train,train2017_152060,train2017,152060,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000152060.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000152060.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000152060.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000152060.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000152060.txt,26,26,"[""bottle"", ""cake"", ""cell phone"", ""chair"", ""dining table"", ""knife"", ""oven"", ""person"", ""refrigerator"", ""remote"", ""sandwich"", ""sink"", ""spoon"", ""wine glass""]",hardlink,hardlink
train,train2017_307884,train2017,307884,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000307884.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000307884.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000307884.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000307884.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000307884.txt,25,25,"[""apple"", ""banana"", ""bowl"", ""chair"", ""cup"", ""dining table"", ""fork"", ""orange"", ""oven"", ""person"", ""potted plant"", ""refrigerator"", ""spoon"", ""vase""]",hardlink,hardlink
train,train2017_144937,train2017,144937,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000144937.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000144937.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000144937.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000144937.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000144937.txt,24,24,"[""bottle"", ""bowl"", ""chair"", ""cup"", ""dining table"", ""fork"", ""knife"", ""microwave"", ""orange"", ""oven"", ""person"", ""sink"", ""spoon"", ""wine glass""]",hardlink,hardlink
train,val2017_441247,val2017,441247,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\val2017\000000441247.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\val2017_000000441247.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\val2017_000000441247.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\val2017_000000441247.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\val2017_000000441247.txt,24,24,"[""backpack"", ""banana"", ""bottle"", ""chair"", ""clock"", ""couch"", ""dining table"", ""handbag"", ""microwave"", ""orange"", ""oven"", ""person"", ""refrigerator"", ""vase""]",hardlink,hardlink
train,train2017_10138,train2017,10138,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000010138.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000010138.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000010138.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000010138.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000010138.txt,23,23,"[""bottle"", ""bowl"", ""cake"", ""cell phone"", ""chair"", ""cup"", ""dining table"", ""knife"", ""oven"", ""person"", ""potted plant"", ""refrigerator"", ""sink"", ""spoon""]",hardlink,hardlink
train,train2017_262954,train2017,262954,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000262954.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000262954.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000262954.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000262954.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000262954.txt,22,22,"[""backpack"", ""bottle"", ""bowl"", ""chair"", ""cup"", ""dining table"", ""laptop"", ""microwave"", ""mouse"", ""oven"", ""refrigerator"", ""sink"", ""tv"", ""vase""]",hardlink,hardlink
train,train2017_121613,train2017,121613,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000121613.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\train\train2017_000000121613.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\train\train2017_000000121613.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\train\train2017_000000121613.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\train\train2017_000000121613.txt,18,18,"[""apple"", ""bottle"", ""cat"", ""cell phone"", ""chair"", ""cup"", ""dining table"", ""handbag"", ""laptop"", ""mouse"", ""person"", ""potted plant"", ""refrigerator"", ""vase""]",hardlink,hardlink
val,train2017_106123,train2017,106123,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000106123.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000106123.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000106123.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000106123.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000106123.txt,21,21,"[""backpack"", ""bed"", ""book"", ""cell phone"", ""chair"", ""couch"", ""cup"", ""handbag"", ""microwave"", ""oven"", ""person"", ""potted plant"", ""sink"", ""tv"", ""vase""]",hardlink,hardlink
val,train2017_115619,train2017,115619,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000115619.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000115619.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000115619.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000115619.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000115619.txt,30,30,"[""apple"", ""banana"", ""bottle"", ""bowl"", ""chair"", ""cup"", ""dining table"", ""fork"", ""knife"", ""orange"", ""oven"", ""person"", ""sink"", ""spoon""]",hardlink,hardlink
val,train2017_174019,train2017,174019,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000174019.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000174019.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000174019.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000174019.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000174019.txt,26,26,"[""bicycle"", ""car"", ""fire hydrant"", ""motorcycle"", ""parking meter"", ""person"", ""potted plant"", ""traffic light"", ""truck""]",hardlink,hardlink
